accident_no,surface_cond_desc
T20060005345,Dry
T20060005347,Dry
T20060005349,Dry
T20060005351,Dry
T20060005352,Dry
T20060005353,Dry
T20060005354,Dry
T20060005359,Dry
T20060005360,Dry
T20060005364,Dry
T20060005367,Dry
T20060005370,Dry
T20060005372,Dry
T20060005375,Dry
T20060005376,Dry
T20060005378,Dry
T20060005379,Dry
T20060005380,Dry
T20060005382,Dry
T20060005383,Dry
T20060005387,Dry
T20060005388,Dry
T20060005389,Dry
T20060005390,Dry
T20060005391,Dry
T20060005393,Dry
T20060005394,Dry
T20060005397,Dry
T20060005399,Dry
T20060005404,Dry
T20060005405,Dry
T20060005406,Dry
T20060005408,Dry
T20060005412,Dry
T20060005416,Dry
T20060005417,Dry
T20060005418,Dry
T20060005425,Dry
T20060005430,Dry
T20060005432,Dry
T20060005433,Dry
T20060005441,Dry
T20060005444,Dry
T20060005447,Dry
T20060005454,Dry
T20060005460,Dry
T20060005462,Dry
T20060005463,Dry
T20060005465,Unknown
T20060005468,Dry
T20060005469,Wet
T20060005471,Wet
T20060005473,Dry
T20060005475,Dry
T20060005476,Dry
T20060005478,Dry
T20060005481,Dry
T20060005483,Dry
T20060005487,Dry
T20060005490,Dry
T20060005493,Dry
T20060005497,Dry
T20060005501,Dry
T20060005503,Dry
T20060005504,Wet
T20060005506,Dry
T20060005512,Dry
T20060005514,Dry
T20060005517,Dry
T20060005523,Dry
T20060005524,Dry
T20060005525,Dry
T20060005530,Dry
T20060005531,Dry
T20060005535,Dry
T20060005537,Dry
T20060005544,Dry
T20060005545,Dry
T20060005547,Dry
T20060005548,Wet
T20060005549,Wet
T20060005551,Dry
T20060005552,Dry
T20060005553,Dry
T20060005554,Dry
T20060005555,Dry
T20060005559,Dry
T20060005561,Dry
T20060005563,Dry
T20060005564,Dry
T20060005565,Dry
T20060005567,Dry
T20060005569,Dry
T20060005572,Dry
T20060005573,Dry
T20060005574,Dry
T20060005579,Dry
T20060005588,Dry
T20060005592,Dry
T20060005596,Dry
T20060005600,Dry
T20060005603,Dry
T20060005607,Dry
T20060005609,Dry
T20060005610,Dry
T20060005612,Dry
T20060005615,Dry
T20060005624,Dry
T20060005629,Dry
T20060005633,Dry
T20060005635,Dry
T20060005639,Dry
T20060005642,Dry
T20060005645,Dry
T20060005649,Dry
T20060005650,Dry
T20060005653,Dry
T20060005657,Dry
T20060005664,Dry
T20060005665,Dry
T20060005669,Dry
T20060005672,Dry
T20060005674,Dry
T20060005675,Dry
T20060005692,Dry
T20060005700,Dry
T20060005702,Dry
T20060005711,Dry
T20060005713,Dry
T20060005715,Dry
T20060005716,Dry
T20060005727,Dry
T20060005731,Dry
T20060005738,Dry
T20060005739,Dry
T20060005742,Dry
T20060005744,Dry
T20060005745,Dry
T20060005752,Dry
T20060005756,Dry
T20060005759,Wet
T20060005761,Dry
T20060005764,Dry
T20060005768,Dry
T20060005769,Dry
T20060005774,Dry
T20060005777,Dry
T20060005778,Dry
T20060005781,Dry
T20060005783,Dry
T20060005786,Dry
T20060005787,Dry
T20060005789,Dry
T20060005792,Dry
T20060005793,Dry
T20060005796,Dry
T20060005797,Dry
T20060005801,Dry
T20060005802,Dry
T20060005805,Wet
T20060005806,Dry
T20060005812,Dry
T20060005814,Dry
T20060005817,Dry
T20060005823,Dry
T20060005828,Dry
T20060005836,Dry
T20060005840,Dry
T20060005843,Dry
T20060005848,Dry
T20060005851,Dry
T20060005854,Dry
T20060005855,Dry
T20060005856,Dry
T20060005857,Dry
T20060005859,Dry
T20060005862,Dry
T20060005863,Dry
T20060005865,Dry
T20060005866,Dry
T20060005868,Dry
T20060005870,Dry
T20060005871,Dry
T20060005874,Dry
T20060005880,Dry
T20060005885,Dry
T20060005888,Dry
T20060005890,Dry
T20060005893,Dry
T20060005894,Dry
T20060005896,Dry
T20060005897,Dry
T20060005900,Dry
T20060005901,Dry
T20060005904,Wet
T20060005906,Dry
T20060005912,Dry
T20060005916,Dry
T20060005919,Dry
T20060005920,Dry
T20060005925,Dry
T20060005929,Dry
T20060005930,Wet
T20060005932,Dry
T20060005941,Dry
T20060005943,Dry
T20060005946,Dry
T20060005950,Dry
T20060005954,Dry
T20060005955,Dry
T20060005957,Dry
T20060005958,Dry
T20060005959,Dry
T20060005963,Dry
T20060005964,Dry
T20060005965,Dry
T20060005966,Dry
T20060005970,Dry
T20060005973,Dry
T20060005975,Dry
T20060005977,Dry
T20060005978,Dry
T20060005979,Dry
T20060005981,Dry
T20060005982,Dry
T20060005983,Dry
T20060005984,Dry
T20060005985,Dry
T20060005986,Dry
T20060005989,Dry
T20060005990,Dry
T20060005991,Dry
T20060005992,Dry
T20060005997,Dry
T20060005998,Dry
T20060006001,Dry
T20060006002,Dry
T20060006004,Dry
T20060006008,Dry
T20060006010,Dry
T20060006011,Dry
T20060006012,Dry
T20060006015,Wet
T20060006020,Dry
T20060006023,Dry
T20060006027,Dry
T20060006031,Dry
T20060006033,Dry
T20060006035,Unknown
T20060006038,Dry
T20060006040,Dry
T20060006041,Dry
T20060006042,Dry
T20060006046,Dry
T20060006047,Dry
T20060006048,Dry
T20060006050,Dry
T20060006054,Dry
T20060006055,Dry
T20060006057,Dry
T20060006064,Dry
T20060006073,Dry
T20060006075,Dry
T20060006076,Dry
T20060006078,Dry
T20060006079,Dry
T20060006086,Dry
T20060006099,Dry
T20060006102,Wet
T20060006102,Muddy
T20060006104,Dry
T20060006105,Dry
T20060006108,Wet
T20060006109,Dry
T20060006111,Dry
T20060006112,Dry
T20060006113,Dry
T20060006118,Dry
T20060006119,Dry
T20060006120,Dry
T20060006121,Dry
T20060006123,Dry
T20060006124,Dry
T20060006125,Dry
T20060006136,Dry
T20060006139,Dry
T20060006142,Dry
T20060006147,Dry
T20060006156,Wet
T20060006157,Dry
T20060006158,Dry
T20060006159,Dry
T20060006167,Dry
T20060006169,Dry
T20060006170,Dry
T20060006172,Dry
T20060006173,Dry
T20060006174,Dry
T20060006175,Dry
T20060006179,Dry
T20060006181,Dry
T20060006185,Dry
T20060006187,Dry
T20060006188,Dry
T20060006189,Dry
T20060006191,Dry
T20060006194,Dry
T20060006195,Dry
T20060006196,Dry
T20060006198,Dry
T20060006202,Dry
T20060006207,Dry
T20060006208,Dry
T20060006209,Dry
T20060006214,Wet
T20060006218,Dry
T20060006219,Dry
T20060006222,Dry
T20060006227,Dry
T20060006229,Dry
T20060006231,Dry
T20060006236,Dry
T20060006240,Dry
T20060006242,Dry
T20060006253,Dry
T20060006255,Dry
T20060006257,Dry
T20060006259,Dry
T20060006266,Dry
T20060006269,Dry
T20060006271,Dry
T20060006275,Dry
T20060006278,Dry
T20060006283,Dry
T20060006284,Dry
T20060006293,Dry
T20060006299,Dry
T20060006305,Dry
T20060006306,Dry
T20060006307,Dry
T20060006309,Dry
T20060006310,Dry
T20060006311,Dry
T20060006314,Dry
T20060006315,Dry
T20060006321,Dry
T20060006322,Dry
T20060006325,Dry
T20060006334,Dry
T20060006338,Dry
T20060006339,Dry
T20060006340,Dry
T20060006341,Dry
T20060006342,Dry
T20060006343,Dry
T20060006346,Dry
T20060006351,Dry
T20060006352,Dry
T20060006354,Dry
T20060006362,Dry
T20060006367,Dry
T20060006373,Dry
T20060006377,Dry
T20060006380,Dry
T20060006386,Dry
T20060006388,Dry
T20060006390,Dry
T20060006392,Dry
T20060006393,Dry
T20060006396,Dry
T20060006400,Dry
T20060006403,Dry
T20060006409,Dry
T20060006414,Dry
T20060006416,Dry
T20060006418,Dry
T20060006421,Dry
T20060006424,Dry
T20060006426,Dry
T20060006428,Dry
T20060006432,Dry
T20060006436,Dry
T20060006445,Dry
T20060006452,Dry
T20060006457,Dry
T20060006458,Dry
T20060006460,Dry
T20060006463,Dry
T20060006465,Dry
T20060006468,Dry
T20060006470,Dry
T20060006471,Dry
T20060006472,Dry
T20060006475,Dry
T20060006479,Dry
T20060006481,Dry
T20060006483,Dry
T20060006490,Dry
T20060006497,Dry
T20060006499,Dry
T20060006500,Dry
T20060006509,Dry
T20060006510,Dry
T20060006512,Dry
T20060006513,Dry
T20060006515,Dry
T20060006520,Dry
T20060006525,Wet
T20060006529,Wet
T20060006534,Wet
T20060006535,Dry
T20060006539,Wet
T20060006544,Wet
T20060006558,Dry
T20060006563,Wet
T20060006568,Wet
T20060006589,Wet
T20060006593,Dry
T20060006598,Wet
T20060006607,Dry
T20060006609,Dry
T20060006612,Dry
T20060006613,Dry
T20060006615,Dry
T20060006616,Dry
T20060006619,Dry
T20060006620,Wet
T20060006622,Unknown
T20060006624,Dry
T20060006629,Dry
T20060006632,Dry
T20060006641,Dry
T20060006642,Dry
T20060006647,Unknown
T20060006652,Wet
T20060006653,Dry
T20060006657,Dry
T20060006660,Dry
T20060006663,Dry
T20060006666,Dry
T20060006669,Dry
T20060006670,Dry
T20060006675,Dry
T20060006676,Dry
T20060006677,Dry
T20060006680,Dry
T20060006682,Dry
T20060006684,Dry
T20060006686,Dry
T20060006687,Dry
T20060006688,Dry
T20060006689,Dry
T20060006691,Dry
T20060006693,Dry
T20060006695,Wet
T20060006696,Dry
T20060006697,Dry
T20060006700,Dry
T20060006701,Dry
T20060006703,Dry
T20060006704,Dry
T20060006705,Wet
T20060006706,Dry
T20060006707,Dry
T20060006708,Dry
T20060006710,Dry
T20060006713,Dry
T20060006717,Unknown
T20060006718,Dry
T20060006719,Dry
T20060006720,Dry
T20060006722,Dry
T20060006725,Dry
T20060006726,Dry
T20060006727,Dry
T20060006728,Wet
T20060006730,Dry
T20060006732,Dry
T20060006734,Dry
T20060006735,Dry
T20060006739,Dry
T20060006744,Dry
T20060006745,Wet
T20060006746,Dry
T20060006747,Unknown
T20060006749,Dry
T20060006752,Dry
T20060006753,Dry
T20060006757,Dry
T20060006758,Dry
T20060006759,Dry
T20060006760,Dry
T20060006763,Dry
T20060006765,Dry
T20060006766,Dry
T20060006768,Dry
T20060006772,Dry
T20060006775,Dry
T20060006776,Dry
T20060006777,Wet
T20060006778,Dry
T20060006780,Dry
T20060006785,Dry
T20060006786,Dry
T20060006787,Dry
T20060006791,Dry
T20060006796,Wet
T20060006797,Dry
T20060006801,Dry
T20060006802,Dry
T20060006806,Dry
T20060006807,Dry
T20060006809,Dry
T20060006811,Dry
T20060006819,Dry
T20060006825,Dry
T20060006827,Dry
T20060006829,Dry
T20060006838,Dry
T20060006841,Dry
T20060006848,Dry
T20060006851,Dry
T20060006852,Dry
T20060006854,Dry
T20060006860,Dry
T20060006865,Dry
T20060006867,Dry
T20060006869,Dry
T20060006871,Dry
T20060006873,Dry
T20060006889,Dry
T20060006890,Dry
T20060006893,Dry
T20060006895,Dry
T20060006896,Dry
T20060006898,Dry
T20060006900,Dry
T20060006901,Wet
T20060006902,Dry
T20060006903,Dry
T20060006904,Dry
T20060006905,Dry
T20060006906,Dry
T20060006907,Dry
T20060006908,Dry
T20060006914,Dry
T20060006922,Dry
T20060006924,Dry
T20060006928,Dry
T20060006932,Dry
T20060006934,Dry
T20060006935,Dry
T20060006937,Dry
T20060006940,Dry
T20060006941,Dry
T20060006943,Dry
T20060006944,Dry
T20060006945,Dry
T20060006950,Dry
T20060006952,Dry
T20060006953,Dry
T20060006954,Dry
T20060006956,Dry
T20060006958,Dry
T20060006959,Dry
T20060006960,Dry
T20060006961,Dry
T20060006963,Wet
T20060006965,Dry
T20060006966,Dry
T20060006967,Dry
T20060006968,Dry
T20060006970,Dry
T20060006971,Dry
T20060006974,Dry
T20060006976,Dry
T20060006977,Dry
T20060006978,Dry
T20060006979,Dry
T20060006980,Dry
T20060006981,Dry
T20060006983,Dry
T20060006984,Dry
T20060006987,Icy
T20060006990,Dry
T20060006991,Dry
T20060006994,Dry
T20060006998,Dry
T20060007000,Dry
T20060007001,Wet
T20060007002,Dry
T20060007003,Dry
T20060007007,Dry
T20060007008,Dry
T20060007010,Dry
T20060007011,Dry
T20060007012,Dry
T20060007019,Dry
T20060007020,Dry
T20060007022,Wet
T20060007023,Dry
T20060007028,Dry
T20060007033,Dry
T20060007034,Dry
T20060007035,Dry
T20060007037,Dry
T20060007038,Dry
T20060007039,Dry
T20060007043,Dry
T20060007049,Dry
T20060007050,Dry
T20060007054,Wet
T20060007063,Dry
T20060007064,Dry
T20060007079,Dry
T20060007091,Dry
T20060007095,Dry
T20060007096,Dry
T20060007110,Dry
T20060007112,Dry
T20060007114,Dry
T20060007117,Wet
T20060007118,Dry
T20060007119,Dry
T20060007121,Dry
T20060007122,Wet
T20060007123,Dry
T20060007126,Dry
T20060007127,Dry
T20060007131,Dry
T20060007135,Dry
T20060007137,Dry
T20060007141,Dry
T20060007142,Dry
T20060007143,Dry
T20060007145,Dry
T20060007148,Dry
T20060007150,Dry
T20060007152,Dry
T20060007161,Dry
T20060007162,Wet
T20060007165,Wet
T20060007169,Dry
T20060007170,Dry
T20060007172,Dry
T20060007178,Dry
T20060007181,Dry
T20060007182,Dry
T20060007186,Wet
T20060007187,Wet
T20060007190,Dry
T20060007191,Dry
T20060007195,Dry
T20060007198,Wet
T20060007200,Dry
T20060007205,Dry
T20060007209,Dry
T20060007211,Dry
T20060007213,Dry
T20060007218,Dry
T20060007219,Dry
T20060007221,Dry
T20060007226,Dry
T20060007227,Dry
T20060007233,Dry
T20060007234,Dry
T20060007237,Dry
T20060007239,Dry
T20060007240,Dry
T20060007242,Dry
T20060007244,Dry
T20060007247,Dry
T20060007248,Dry
T20060007249,Wet
T20060007252,Wet
T20060007258,Dry
T20060007261,Dry
T20060007263,Dry
T20060007266,Dry
T20060007270,Unknown
T20060007271,Dry
T20060007273,Dry
T20060007275,Dry
T20060007276,Dry
T20060007280,Dry
T20060007282,Dry
T20060007288,Dry
T20060007291,Dry
T20060007294,Dry
T20060007295,Dry
T20060007296,Dry
T20060007301,Dry
T20060007303,Wet
T20060007309,Dry
T20060007311,Wet
T20060007320,Dry
T20060007321,Dry
T20060007327,Dry
T20060007331,Dry
T20060007338,Dry
T20060007339,Dry
T20060007342,Wet
T20060007345,Dry
T20060007346,Wet
T20060007350,Wet
T20060007351,Dry
T20060007354,Dry
T20060007358,Dry
T20060007360,Dry
T20060007367,Wet
T20060007370,Dry
T20060007374,Dry
T20060007382,Dry
T20060007390,Dry
T20060007393,Wet
T20060007395,Dry
T20060007407,Dry
T20060007408,Muddy
T20060007410,Dry
T20060007413,Dry
T20060007414,Dry
T20060007415,Dry
T20060007416,Unknown
T20060007417,Dry
T20060007419,Dry
T20060007420,Dry
T20060007422,Dry
T20060007426,Dry
T20060007432,Dry
T20060007434,Dry
T20060007435,Dry
T20060007441,Dry
T20060007442,Dry
T20060007444,Dry
T20060007445,Dry
T20060007448,Wet
T20060007450,Dry
T20060007453,Dry
T20060007456,Unknown
T20060007459,Dry
T20060007460,Dry
T20060007461,Dry
T20060007464,Dry
T20060007466,Dry
T20060007469,Dry
T20060007470,Dry
T20060007472,Dry
T20060007477,Dry
T20060007480,Dry
T20060007481,Dry
T20060007485,Dry
T20060007487,Dry
T20060007488,Dry
T20060007491,Dry
T20060007493,Dry
T20060007495,Dry
T20060007496,Dry
T20060007501,Dry
T20060007503,Dry
T20060007505,Dry
T20060007512,Dry
T20060007514,Dry
T20060007517,Wet
T20060007520,Wet
T20060007523,Dry
T20060007526,Dry
T20060007527,Dry
T20060007528,Dry
T20060007529,Dry
T20060007530,Dry
T20060007531,Dry
T20060007532,Dry
T20060007533,Dry
T20060007548,Dry
T20060007550,Dry
T20060007551,Dry
T20060007553,Dry
T20060007557,Dry
T20060007558,Dry
T20060007559,Dry
T20060007560,Dry
T20060007563,Dry
T20060007565,Dry
T20060007570,Dry
T20060007573,Dry
T20060007581,Dry
T20060007583,Dry
T20060007586,Dry
T20060007599,Unknown
T20060007606,Dry
T20060007607,Dry
T20060007609,Dry
T20060007611,Dry
T20060007612,Dry
T20060007614,Dry
T20060007620,Dry
T20060007622,Dry
T20060007623,Dry
T20060007624,Dry
T20060007628,Dry
T20060007632,Dry
T20060007634,Dry
T20060007641,Dry
T20060007645,Dry
T20060007650,Dry
T20060007652,Dry
T20060007659,Dry
T20060007675,Dry
T20060007676,Dry
T20060007678,Dry
T20060007680,Dry
T20060007682,Dry
T20060007686,Unknown
T20060007690,Dry
T20060007691,Dry
T20060007693,Dry
T20060007695,Dry
T20060007699,Dry
T20060007700,Dry
T20060007701,Dry
T20060007706,Dry
T20060007707,Dry
T20060007721,Dry
T20060007725,Dry
T20060007726,Dry
T20060007732,Dry
T20060007735,Dry
T20060007739,Dry
T20060007742,Wet
T20060007743,Dry
T20060007745,Wet
T20060007748,Dry
T20060007749,Dry
T20060007753,Dry
T20060007757,Dry
T20060007759,Dry
T20060007761,Dry
T20060007763,Dry
T20060007764,Dry
T20060007769,Dry
T20060007770,Dry
T20060007775,Dry
T20060007783,Dry
T20060007786,Dry
T20060007787,Dry
T20060007788,Dry
T20060007789,Dry
T20060007790,Dry
T20060007791,Wet
T20060007794,Dry
T20060007796,Dry
T20060007802,Dry
T20060007803,Dry
T20060007804,Dry
T20060007805,Dry
T20060007806,Dry
T20060007816,Dry
T20060007818,Dry
T20060007820,Dry
T20060007823,Dry
T20060007826,Dry
T20060007827,Dry
T20060007829,Dry
T20060007835,Dry
T20060007837,Dry
T20060007838,Dry
T20060007840,Dry
T20060007841,Dry
T20060007845,Dry
T20060007847,Dry
T20060007848,Dry
T20060007854,Dry
T20060007856,Dry
T20060007857,Dry
T20060007859,Dry
T20060007862,Dry
T20060007863,Dry
T20060007867,Dry
T20060007868,Dry
T20060007874,Dry
T20060007876,Dry
T20060007878,Dry
T20060007879,Dry
T20060007880,Dry
T20060007882,Dry
T20060007885,Dry
T20060007887,Dry
T20060007895,Dry
T20060007898,Dry
T20060007899,Dry
T20060007900,Dry
T20060007901,Dry
T20060007906,Dry
T20060007907,Dry
T20060007908,Dry
T20060007909,Dry
T20060007911,Dry
T20060007915,Wet
T20060007916,Dry
T20060007917,Dry
T20060007918,Dry
T20060007919,Dry
T20060007923,Dry
T20060007924,Dry
T20060007925,Dry
T20060007928,Dry
T20060007935,Dry
T20060007936,Dry
T20060007942,Dry
T20060007950,Unknown
T20060007958,Dry
T20060007960,Dry
T20060007966,Dry
T20060007967,Dry
T20060007974,Dry
T20060007976,Wet
T20060007979,Dry
T20060007981,Dry
T20060007982,Dry
T20060007986,Dry
T20060007987,Dry
T20060007988,Dry
T20060007990,Dry
T20060007996,Dry
T20060007999,Unknown
T20060008000,Dry
T20060008003,Dry
T20060008004,Dry
T20060008006,Wet
T20060008007,Dry
T20060008015,Dry
T20060008025,Dry
T20060008027,Dry
T20060008031,Dry
T20060008032,Dry
T20060008035,Dry
T20060008039,Dry
T20060008041,Dry
T20060008044,Dry
T20060008047,Dry
T20060008054,Dry
T20060008055,Dry
T20060008056,Dry
T20060008064,Dry
T20060008069,Dry
T20060008072,Dry
T20060008077,Dry
T20060008078,Dry
T20060008087,Dry
T20060008093,Dry
T20060008104,Dry
T20060008112,Dry
T20060008116,Dry
T20060008118,Dry
T20060008128,Dry
T20060008130,Dry
T20060008133,Dry
T20060008136,Dry
T20060008137,Dry
T20060008139,Dry
T20060008141,Dry
T20060008142,Dry
T20060008144,Dry
T20060008146,Dry
T20060008148,Dry
T20060008152,Dry
T20060008153,Dry
T20060008155,Dry
T20060008156,Dry
T20060008160,Dry
T20060008162,Dry
T20060008168,Dry
T20060008180,Dry
T20060008181,Dry
T20060008182,Wet
T20060008183,Dry
T20060008186,Wet
T20060008187,Dry
T20060008189,Dry
T20060008190,Dry
T20060008193,Wet
T20060008197,Dry
T20060008199,Dry
T20060008202,Dry
T20060008209,Dry
T20060008210,Dry
T20060008215,Dry
T20060008220,Dry
T20060008221,Dry
T20060008224,Dry
T20060008228,Dry
T20060008232,Dry
T20060008234,Dry
T20060008237,Dry
T20060008241,Dry
T20060008243,Dry
T20060008246,Dry
T20060008249,Dry
T20060008250,Dry
T20060008254,Dry
T20060008256,Dry
T20060008262,Dry
T20060008268,Wet
T20060008273,Dry
T20060008281,Dry
T20060008282,Dry
T20060008288,Dry
T20060008299,Dry
T20060008302,Dry
T20060008304,Dry
T20060008306,Wet
T20060008307,Dry
T20060008308,Dry
T20060008310,Dry
T20060008312,Dry
T20060008315,Dry
T20060008316,Wet
T20060008318,Dry
T20060008323,Dry
T20060008325,Dry
T20060008333,Dry
T20060008334,Wet
T20060008335,Dry
T20060008339,Dry
T20060008341,Dry
T20060008353,Dry
T20060008355,Dry
T20060008357,Dry
T20060008358,Wet
T20060008362,Dry
T20060008371,Dry
T20060008373,Unknown
T20060008381,Dry
T20060008383,Dry
T20060008385,Dry
T20060008403,Dry
T20060008412,Dry
T20060008416,Dry
T20060008435,Dry
T20060008438,Dry
T20060008439,Dry
T20060008445,Dry
T20060008446,Dry
T20060008447,Dry
T20060008448,Dry
T20060008452,Dry
T20060008453,Dry
T20060008454,Dry
T20060008455,Dry
T20060008459,Dry
T20060008460,Dry
T20060008462,Dry
T20060008464,Dry
T20060008465,Dry
T20060008467,Dry
T20060008474,Dry
T20060008488,Dry
T20060008498,Dry
T20060008501,Dry
T20060008522,Dry
T20060008530,Dry
T20060008531,Dry
T20060008538,Dry
T20060008540,Dry
T20060008545,Dry
T20060008548,Dry
T20060008550,Dry
T20060008552,Dry
T20060008553,Dry
T20060008558,Dry
T20060008561,Dry
T20060008570,Dry
T20060008572,Dry
T20060008580,Dry
T20060008584,Dry
T20060008585,Dry
T20060008590,Dry
T20060008599,Dry
T20060008606,Dry
T20060008611,Dry
T20060008622,Dry
T20060008645,Dry
T20060008655,Dry
T20060008656,Dry
T20060008658,Dry
T20060008659,Dry
T20060008666,Dry
T20060008667,Dry
T20060008672,Dry
T20060008673,Dry
T20060008678,Dry
T20060008680,Dry
T20060008685,Dry
T20060008688,Dry
T20060008689,Dry
T20060008692,Dry
T20060008694,Dry
T20060008697,Dry
T20060008699,Dry
T20060008700,Dry
T20060008701,Dry
T20060008702,Dry
T20060008704,Dry
T20060008708,Dry
T20060008709,Dry
T20060008710,Dry
T20060008711,Dry
T20060008713,Dry
T20060008714,Dry
T20060008716,Dry
T20060008722,Dry
T20060008723,Dry
T20060008730,Dry
T20060008738,Dry
T20060008742,Dry
T20060008746,Dry
T20060008751,Dry
T20060008752,Dry
T20060008760,Dry
T20060008771,Dry
T20060008775,Unknown
T20060008781,Dry
T20060008782,Dry
T20060008783,Dry
T20060008786,Dry
T20060008790,Dry
T20060008791,Dry
T20060008793,Wet
T20060008794,Dry
T20060008797,Dry
T20060008800,Dry
T20060008801,Unknown
T20060008803,Dry
T20060008804,Dry
T20060008812,Dry
T20060008813,Dry
T20060008815,Dry
T20060008818,Wet
T20060008819,Dry
T20060008825,Dry
T20060008831,Dry
T20060008833,Dry
T20060008837,Dry
T20060008840,Dry
T20060008843,Dry
T20060008844,Dry
T20060008845,Dry
T20060008848,Dry
T20060008854,Dry
T20060008855,Dry
T20060008860,Wet
T20060008865,Dry
T20060008867,Dry
T20060008873,Dry
T20060008877,Dry
T20060008881,Dry
T20060008882,Dry
T20060008894,Dry
T20060008913,Dry
T20060008917,Dry
T20060008925,Dry
T20060008928,Dry
T20060008931,Dry
T20060008945,Dry
T20060008947,Dry
T20060008949,Dry
T20060008953,Dry
T20060008959,Dry
T20060008960,Dry
T20060008966,Dry
T20060008967,Dry
T20060008969,Dry
T20060008970,Dry
T20060008974,Dry
T20060008975,Dry
T20060008979,Dry
T20060008986,Dry
T20060008988,Dry
T20060008990,Dry
T20060008994,Dry
T20060008995,Wet
T20060008999,Dry
T20060009001,Dry
T20060009004,Dry
T20060009010,Wet
T20060009014,Dry
T20060009016,Dry
T20060009019,Dry
T20060009023,Dry
T20060009036,Dry
T20060009039,Wet
T20060009042,Dry
T20060009054,Wet
T20060009057,Dry
T20060009058,Dry
T20060009068,Dry
T20060009073,Dry
T20060009074,Dry
T20060009076,Dry
T20060009090,Dry
T20060009091,Dry
T20060009092,Dry
T20060009093,Dry
T20060009094,Dry
T20060009096,Dry
T20060009101,Dry
T20060009105,Dry
T20060009106,Dry
T20060009107,Dry
T20060009120,Dry
T20060009121,Dry
T20060009126,Dry
T20060009128,Dry
T20060009149,Dry
T20060009170,Dry
T20060009171,Dry
T20060009174,Dry
T20060009176,Dry
T20060009179,Dry
T20060009183,Dry
T20060009185,Dry
T20060009186,Dry
T20060009193,Dry
T20060009194,Dry
T20060009199,Dry
T20060009202,Dry
T20060009204,Dry
T20060009205,Dry
T20060009206,Dry
T20060009209,Dry
T20060009210,Dry
T20060009213,Dry
T20060009218,Dry
T20060009218,Wet
T20060009220,Dry
T20060009222,Dry
T20060009224,Dry
T20060009229,Dry
T20060009232,Dry
T20060009239,Dry
T20060009243,Dry
T20060009247,Dry
T20060009252,Dry
T20060009253,Dry
T20060009254,Dry
T20060009261,Dry
T20060009263,Dry
