accident_no,atmosph_cond_desc
T20060005305,Raining
T20060005307,Clear
T20060005308,Clear
T20060005313,Clear
T20060005316,Clear
T20060005317,Clear
T20060005318,Raining
T20060005321,Clear
T20060005325,Clear
T20060005329,Clear
T20060005331,Clear
T20060005332,Clear
T20060005333,Clear
T20060005334,Clear
T20060005335,Clear
T20060005341,Clear
T20060005342,Clear
T20060005344,Clear
T20060005345,Clear
T20060005347,Clear
T20060005349,Clear
T20060005351,Clear
T20060005351,Strong winds
T20060005352,Clear
T20060005353,Clear
T20060005354,Clear
T20060005359,Clear
T20060005360,Clear
T20060005364,Clear
T20060005367,Clear
T20060005370,Clear
T20060005372,Clear
T20060005375,Clear
T20060005376,Clear
T20060005378,Clear
T20060005379,Clear
T20060005380,Clear
T20060005382,Clear
T20060005383,Clear
T20060005387,Clear
T20060005388,Clear
T20060005389,Clear
T20060005390,Clear
T20060005391,Clear
T20060005393,Clear
T20060005394,Clear
T20060005397,Clear
T20060005399,Clear
T20060005404,Clear
T20060005405,Clear
T20060005406,Clear
T20060005408,Clear
T20060005412,Clear
T20060005416,Clear
T20060005417,Clear
T20060005418,Clear
T20060005425,Clear
T20060005430,Clear
T20060005432,Clear
T20060005433,Clear
T20060005441,Clear
T20060005444,Clear
T20060005447,Clear
T20060005454,Clear
T20060005460,Clear
T20060005462,Clear
T20060005463,Clear
T20060005465,Not known
T20060005468,Clear
T20060005469,Clear
T20060005471,Raining
T20060005473,Clear
T20060005475,Clear
T20060005476,Clear
T20060005478,Clear
T20060005481,Clear
T20060005483,Clear
T20060005487,Clear
T20060005490,Clear
T20060005493,Clear
T20060005497,Clear
T20060005501,Clear
T20060005503,Clear
T20060005504,Raining
T20060005506,Clear
T20060005512,Fog
T20060005514,Not known
T20060005517,Clear
T20060005523,Clear
T20060005524,Clear
T20060005525,Clear
T20060005530,Clear
T20060005531,Clear
T20060005535,Clear
T20060005537,Clear
T20060005544,Clear
T20060005545,Clear
T20060005547,Clear
T20060005548,Raining
T20060005549,Raining
T20060005551,Clear
T20060005552,Clear
T20060005553,Clear
T20060005554,Clear
T20060005555,Clear
T20060005559,Clear
T20060005561,Clear
T20060005563,Clear
T20060005564,Clear
T20060005565,Clear
T20060005567,Clear
T20060005569,Clear
T20060005572,Clear
T20060005573,Clear
T20060005574,Clear
T20060005579,Clear
T20060005588,Clear
T20060005592,Clear
T20060005596,Clear
T20060005600,Clear
T20060005603,Clear
T20060005607,Clear
T20060005609,Clear
T20060005610,Clear
T20060005612,Clear
T20060005615,Clear
T20060005624,Clear
T20060005629,Clear
T20060005633,Clear
T20060005635,Clear
T20060005639,Clear
T20060005642,Clear
T20060005645,Clear
T20060005649,Clear
T20060005650,Clear
T20060005653,Clear
T20060005657,Clear
T20060005664,Clear
T20060005665,Clear
T20060005669,Clear
T20060005672,Clear
T20060005674,Clear
T20060005675,Clear
T20060005692,Clear
T20060005700,Clear
T20060005702,Clear
T20060005711,Clear
T20060005713,Clear
T20060005715,Clear
T20060005716,Clear
T20060005727,Clear
T20060005731,Clear
T20060005738,Clear
T20060005739,Clear
T20060005742,Clear
T20060005744,Clear
T20060005745,Clear
T20060005752,Clear
T20060005756,Clear
T20060005759,Raining
T20060005761,Clear
T20060005764,Clear
T20060005768,Clear
T20060005769,Clear
T20060005774,Clear
T20060005777,Clear
T20060005778,Clear
T20060005781,Clear
T20060005783,Clear
T20060005786,Clear
T20060005787,Clear
T20060005789,Clear
T20060005792,Clear
T20060005793,Clear
T20060005796,Clear
T20060005797,Clear
T20060005801,Clear
T20060005802,Clear
T20060005805,Raining
T20060005806,Clear
T20060005812,Clear
T20060005814,Clear
T20060005817,Clear
T20060005823,Clear
T20060005828,Clear
T20060005836,Clear
T20060005840,Clear
T20060005843,Clear
T20060005848,Clear
T20060005851,Clear
T20060005854,Clear
T20060005855,Clear
T20060005856,Clear
T20060005857,Clear
T20060005859,Clear
T20060005862,Clear
T20060005863,Clear
T20060005865,Clear
T20060005866,Clear
T20060005868,Clear
T20060005870,Clear
T20060005871,Clear
T20060005874,Fog
T20060005880,Clear
T20060005885,Clear
T20060005888,Clear
T20060005890,Clear
T20060005893,Clear
T20060005894,Clear
T20060005896,Clear
T20060005897,Clear
T20060005900,Clear
T20060005901,Clear
T20060005904,Raining
T20060005904,Strong winds
T20060005906,Clear
T20060005912,Clear
T20060005916,Clear
T20060005919,Clear
T20060005920,Clear
T20060005925,Clear
T20060005929,Clear
T20060005930,Clear
T20060005932,Clear
T20060005941,Clear
T20060005943,Clear
T20060005946,Clear
T20060005950,Clear
T20060005954,Clear
T20060005955,Clear
T20060005957,Clear
T20060005958,Clear
T20060005959,Clear
T20060005963,Clear
T20060005964,Clear
T20060005965,Clear
T20060005966,Clear
T20060005970,Clear
T20060005973,Clear
T20060005975,Clear
T20060005977,Clear
T20060005978,Clear
T20060005979,Clear
T20060005981,Clear
T20060005982,Clear
T20060005983,Clear
T20060005984,Clear
T20060005985,Clear
T20060005986,Clear
T20060005989,Clear
T20060005990,Clear
T20060005991,Clear
T20060005992,Clear
T20060005997,Clear
T20060005998,Clear
T20060006001,Clear
T20060006002,Clear
T20060006004,Clear
T20060006008,Clear
T20060006010,Clear
T20060006011,Clear
T20060006012,Clear
T20060006015,Raining
T20060006020,Clear
T20060006023,Clear
T20060006027,Clear
T20060006031,Clear
T20060006033,Clear
T20060006035,Not known
T20060006038,Clear
T20060006040,Clear
T20060006041,Clear
T20060006042,Clear
T20060006046,Clear
T20060006047,Clear
T20060006048,Clear
T20060006050,Clear
T20060006054,Clear
T20060006055,Clear
T20060006057,Clear
T20060006064,Clear
T20060006073,Clear
T20060006075,Clear
T20060006076,Clear
T20060006078,Clear
T20060006079,Clear
T20060006086,Clear
T20060006099,Clear
T20060006102,Raining
T20060006104,Clear
T20060006105,Clear
T20060006108,Raining
T20060006109,Clear
T20060006111,Clear
T20060006112,Clear
T20060006113,Clear
T20060006118,Clear
T20060006119,Clear
T20060006120,Clear
T20060006121,Clear
T20060006123,Clear
T20060006124,Clear
T20060006125,Clear
T20060006136,Clear
T20060006139,Clear
T20060006142,Clear
T20060006147,Clear
T20060006156,Raining
T20060006157,Clear
T20060006158,Clear
T20060006159,Clear
T20060006167,Clear
T20060006169,Clear
T20060006170,Clear
T20060006172,Clear
T20060006173,Clear
T20060006174,Clear
T20060006175,Clear
T20060006179,Clear
T20060006181,Clear
T20060006185,Not known
T20060006187,Clear
T20060006188,Clear
T20060006189,Clear
T20060006191,Clear
T20060006194,Clear
T20060006195,Clear
T20060006196,Clear
T20060006196,Strong winds
T20060006198,Clear
T20060006202,Clear
T20060006207,Clear
T20060006208,Clear
T20060006209,Clear
T20060006214,Raining
T20060006218,Clear
T20060006219,Clear
T20060006222,Clear
T20060006227,Clear
T20060006229,Clear
T20060006231,Clear
T20060006236,Clear
T20060006240,Clear
T20060006242,Clear
T20060006253,Clear
T20060006255,Clear
T20060006257,Clear
T20060006259,Clear
T20060006266,Clear
T20060006269,Clear
T20060006271,Clear
T20060006275,Clear
T20060006278,Clear
T20060006283,Fog
T20060006284,Clear
T20060006293,Clear
T20060006299,Clear
T20060006305,Clear
T20060006306,Clear
T20060006307,Clear
T20060006309,Clear
T20060006310,Clear
T20060006311,Clear
T20060006314,Clear
T20060006315,Clear
T20060006321,Clear
T20060006322,Clear
T20060006325,Clear
T20060006334,Clear
T20060006338,Clear
T20060006339,Clear
T20060006340,Clear
T20060006341,Clear
T20060006342,Clear
T20060006343,Clear
T20060006346,Clear
T20060006351,Clear
T20060006352,Clear
T20060006354,Clear
T20060006362,Clear
T20060006367,Clear
T20060006373,Clear
T20060006377,Clear
T20060006380,Clear
T20060006386,Clear
T20060006388,Clear
T20060006390,Clear
T20060006392,Clear
T20060006393,Clear
T20060006396,Clear
T20060006400,Clear
T20060006403,Clear
T20060006409,Clear
T20060006414,Clear
T20060006416,Clear
T20060006418,Clear
T20060006421,Clear
T20060006424,Clear
T20060006426,Clear
T20060006428,Clear
T20060006432,Clear
T20060006436,Clear
T20060006445,Clear
T20060006452,Clear
T20060006457,Clear
T20060006458,Clear
T20060006460,Clear
T20060006460,Strong winds
T20060006463,Clear
T20060006463,Strong winds
T20060006465,Clear
T20060006468,Clear
T20060006470,Clear
T20060006471,Clear
T20060006472,Clear
T20060006475,Clear
T20060006479,Clear
T20060006481,Clear
T20060006483,Clear
T20060006490,Clear
T20060006497,Clear
T20060006499,Clear
T20060006500,Clear
T20060006509,Clear
T20060006510,Clear
T20060006512,Clear
T20060006513,Clear
T20060006515,Clear
T20060006520,Clear
T20060006525,Clear
T20060006529,Raining
T20060006534,Raining
T20060006535,Clear
T20060006539,Raining
T20060006539,Strong winds
T20060006544,Raining
T20060006558,Clear
T20060006563,Raining
T20060006568,Raining
T20060006589,Clear
T20060006593,Clear
T20060006598,Raining
T20060006607,Clear
T20060006609,Clear
T20060006612,Clear
T20060006613,Clear
T20060006615,Clear
T20060006616,Clear
T20060006619,Clear
T20060006620,Raining
T20060006622,Not known
T20060006624,Clear
T20060006629,Clear
T20060006632,Clear
T20060006641,Clear
T20060006642,Clear
T20060006647,Not known
T20060006652,Raining
T20060006652,Strong winds
T20060006653,Clear
T20060006657,Clear
T20060006660,Clear
T20060006663,Clear
T20060006666,Clear
T20060006669,Clear
T20060006670,Clear
T20060006675,Clear
T20060006676,Clear
T20060006677,Clear
T20060006680,Clear
T20060006682,Clear
T20060006684,Clear
T20060006686,Clear
T20060006687,Clear
T20060006688,Clear
T20060006689,Clear
T20060006691,Clear
T20060006693,Clear
T20060006695,Clear
T20060006696,Clear
T20060006697,Clear
T20060006700,Not known
T20060006701,Clear
T20060006703,Clear
T20060006704,Clear
T20060006705,Clear
T20060006706,Clear
T20060006707,Clear
T20060006708,Clear
T20060006710,Clear
T20060006713,Clear
T20060006717,Not known
T20060006718,Clear
T20060006719,Clear
T20060006720,Clear
T20060006722,Clear
T20060006725,Clear
T20060006726,Clear
T20060006727,Clear
T20060006728,Raining
T20060006730,Clear
T20060006732,Clear
T20060006734,Clear
T20060006735,Clear
T20060006739,Clear
T20060006744,Clear
T20060006745,Raining
T20060006746,Clear
T20060006747,Not known
T20060006749,Clear
T20060006752,Clear
T20060006753,Clear
T20060006757,Clear
T20060006758,Clear
T20060006759,Clear
T20060006760,Clear
T20060006763,Clear
T20060006765,Clear
T20060006766,Clear
T20060006768,Clear
T20060006772,Clear
T20060006775,Clear
T20060006776,Clear
T20060006777,Raining
T20060006778,Clear
T20060006780,Clear
T20060006785,Clear
T20060006786,Clear
T20060006787,Clear
T20060006791,Clear
T20060006796,Raining
T20060006797,Clear
T20060006801,Clear
T20060006802,Clear
T20060006806,Clear
T20060006807,Clear
T20060006809,Clear
T20060006811,Clear
T20060006819,Clear
T20060006825,Clear
T20060006827,Clear
T20060006829,Clear
T20060006838,Clear
T20060006841,Clear
T20060006848,Clear
T20060006851,Clear
T20060006852,Clear
T20060006854,Clear
T20060006860,Clear
T20060006865,Clear
T20060006867,Clear
T20060006869,Clear
T20060006871,Clear
T20060006873,Not known
T20060006889,Clear
T20060006890,Clear
T20060006893,Clear
T20060006895,Clear
T20060006896,Clear
T20060006898,Clear
T20060006900,Clear
T20060006901,Raining
T20060006902,Clear
T20060006903,Clear
T20060006904,Clear
T20060006905,Clear
T20060006906,Clear
T20060006907,Clear
T20060006908,Clear
T20060006914,Clear
T20060006922,Clear
T20060006924,Clear
T20060006928,Clear
T20060006932,Clear
T20060006934,Clear
T20060006935,Smoke
T20060006937,Clear
T20060006940,Clear
T20060006941,Clear
T20060006943,Clear
T20060006944,Clear
T20060006945,Clear
T20060006950,Clear
T20060006952,Clear
T20060006953,Clear
T20060006954,Clear
T20060006956,Clear
T20060006958,Clear
T20060006959,Clear
T20060006960,Clear
T20060006961,Clear
T20060006963,Clear
T20060006965,Clear
T20060006966,Clear
T20060006967,Clear
T20060006968,Clear
T20060006970,Clear
T20060006971,Clear
T20060006974,Clear
T20060006976,Clear
T20060006977,Clear
T20060006978,Clear
T20060006979,Clear
T20060006980,Clear
T20060006981,Clear
T20060006983,Clear
T20060006984,Clear
T20060006987,Clear
T20060006990,Clear
T20060006991,Clear
T20060006994,Clear
T20060006998,Clear
T20060007000,Clear
T20060007001,Raining
T20060007002,Clear
T20060007003,Clear
T20060007007,Clear
T20060007008,Clear
T20060007010,Clear
T20060007011,Clear
T20060007012,Clear
T20060007019,Clear
T20060007020,Clear
T20060007022,Raining
T20060007023,Clear
T20060007028,Clear
T20060007033,Clear
T20060007034,Clear
T20060007035,Clear
T20060007037,Clear
T20060007038,Clear
T20060007039,Clear
T20060007043,Clear
T20060007049,Clear
T20060007050,Clear
T20060007054,Raining
T20060007054,Strong winds
T20060007063,Clear
T20060007064,Clear
T20060007079,Clear
T20060007091,Clear
T20060007095,Clear
T20060007096,Clear
T20060007110,Clear
T20060007112,Clear
T20060007114,Clear
T20060007117,Raining
T20060007118,Clear
T20060007119,Clear
T20060007121,Clear
T20060007122,Raining
T20060007123,Clear
T20060007126,Clear
T20060007127,Clear
T20060007131,Clear
T20060007135,Clear
T20060007137,Clear
T20060007141,Clear
T20060007142,Clear
T20060007143,Clear
T20060007145,Clear
T20060007148,Clear
T20060007150,Clear
T20060007152,Clear
T20060007161,Fog
T20060007162,Raining
T20060007165,Raining
T20060007169,Clear
T20060007170,Clear
T20060007172,Clear
T20060007178,Clear
T20060007181,Clear
T20060007182,Clear
T20060007186,Raining
T20060007187,Clear
T20060007190,Clear
T20060007191,Clear
T20060007195,Clear
T20060007198,Raining
T20060007200,Clear
T20060007205,Clear
T20060007209,Clear
T20060007211,Clear
T20060007213,Clear
T20060007218,Clear
T20060007219,Clear
T20060007221,Clear
T20060007226,Clear
T20060007227,Clear
T20060007233,Clear
T20060007234,Clear
T20060007237,Clear
T20060007239,Clear
T20060007240,Clear
T20060007242,Clear
T20060007244,Clear
T20060007247,Clear
T20060007248,Clear
T20060007249,Raining
T20060007252,Raining
T20060007258,Clear
T20060007261,Clear
T20060007263,Clear
T20060007266,Clear
T20060007270,Clear
T20060007271,Clear
T20060007273,Clear
T20060007275,Clear
T20060007276,Clear
T20060007280,Clear
T20060007282,Clear
T20060007288,Clear
T20060007291,Clear
T20060007294,Clear
T20060007295,Clear
T20060007296,Clear
T20060007301,Clear
T20060007303,Raining
T20060007309,Clear
T20060007311,Not known
T20060007320,Clear
T20060007321,Clear
T20060007327,Clear
T20060007331,Clear
T20060007338,Clear
T20060007339,Clear
T20060007342,Not known
T20060007345,Clear
T20060007346,Clear
T20060007350,Raining
T20060007350,Strong winds
T20060007351,Clear
T20060007354,Clear
T20060007358,Clear
T20060007360,Clear
T20060007367,Raining
T20060007367,Strong winds
T20060007370,Clear
T20060007374,Clear
T20060007382,Clear
T20060007390,Clear
T20060007393,Clear
T20060007395,Clear
T20060007407,Clear
T20060007408,Clear
T20060007410,Clear
T20060007413,Clear
T20060007414,Clear
T20060007415,Clear
T20060007416,Not known
T20060007417,Clear
T20060007419,Clear
T20060007420,Clear
T20060007422,Clear
T20060007426,Clear
T20060007432,Clear
T20060007434,Clear
T20060007435,Clear
T20060007441,Clear
T20060007442,Clear
T20060007444,Clear
T20060007445,Clear
T20060007448,Raining
T20060007450,Clear
T20060007453,Clear
T20060007456,Not known
T20060007459,Clear
T20060007460,Clear
T20060007461,Clear
T20060007464,Clear
T20060007466,Clear
T20060007469,Clear
T20060007470,Clear
T20060007472,Clear
T20060007477,Clear
T20060007480,Clear
T20060007481,Clear
T20060007485,Clear
T20060007487,Clear
T20060007488,Clear
T20060007491,Clear
T20060007493,Clear
T20060007495,Clear
T20060007496,Clear
T20060007501,Clear
T20060007503,Clear
T20060007505,Clear
T20060007512,Clear
T20060007514,Clear
T20060007517,Clear
T20060007520,Clear
T20060007523,Clear
T20060007526,Clear
T20060007527,Clear
T20060007528,Clear
T20060007529,Clear
T20060007530,Clear
T20060007531,Clear
T20060007532,Clear
T20060007533,Clear
T20060007548,Clear
T20060007550,Clear
T20060007551,Clear
T20060007553,Clear
T20060007557,Clear
T20060007558,Clear
T20060007559,Clear
T20060007560,Clear
T20060007563,Clear
T20060007565,Clear
T20060007570,Clear
T20060007573,Clear
T20060007581,Clear
T20060007583,Clear
T20060007586,Clear
T20060007599,Not known
T20060007606,Clear
T20060007607,Clear
T20060007609,Clear
T20060007611,Clear
T20060007612,Clear
T20060007614,Clear
T20060007620,Clear
T20060007622,Clear
T20060007623,Clear
T20060007624,Clear
T20060007628,Clear
T20060007632,Clear
T20060007634,Clear
T20060007641,Clear
T20060007645,Clear
T20060007650,Clear
T20060007652,Clear
T20060007659,Clear
T20060007675,Clear
T20060007676,Clear
T20060007678,Clear
T20060007680,Clear
T20060007682,Clear
T20060007686,Clear
T20060007690,Clear
T20060007691,Clear
T20060007693,Clear
T20060007695,Clear
T20060007699,Clear
T20060007700,Clear
T20060007701,Clear
T20060007706,Clear
T20060007707,Clear
T20060007721,Clear
T20060007725,Clear
T20060007726,Clear
T20060007732,Clear
T20060007735,Clear
T20060007739,Clear
T20060007742,Raining
T20060007742,Fog
T20060007743,Clear
T20060007745,Raining
T20060007748,Clear
T20060007749,Clear
T20060007753,Clear
T20060007757,Clear
T20060007759,Clear
T20060007761,Clear
T20060007763,Clear
T20060007764,Clear
T20060007769,Clear
T20060007770,Clear
T20060007775,Clear
T20060007783,Clear
T20060007786,Clear
T20060007787,Clear
T20060007788,Clear
T20060007789,Clear
T20060007790,Clear
T20060007791,Clear
T20060007794,Clear
T20060007796,Clear
T20060007802,Clear
T20060007803,Clear
T20060007804,Clear
T20060007805,Clear
T20060007806,Clear
T20060007816,Clear
T20060007818,Clear
T20060007820,Clear
T20060007823,Clear
T20060007826,Clear
T20060007827,Clear
T20060007829,Clear
T20060007835,Clear
T20060007837,Clear
T20060007838,Clear
T20060007840,Clear
T20060007841,Clear
T20060007845,Clear
T20060007847,Clear
T20060007848,Clear
T20060007854,Clear
T20060007856,Clear
T20060007857,Clear
T20060007859,Clear
T20060007862,Clear
T20060007863,Clear
T20060007867,Clear
T20060007868,Clear
T20060007874,Clear
T20060007876,Clear
T20060007878,Clear
T20060007879,Clear
T20060007880,Clear
T20060007882,Clear
T20060007885,Clear
T20060007887,Clear
T20060007895,Clear
T20060007898,Clear
T20060007899,Clear
T20060007900,Clear
T20060007901,Clear
T20060007906,Clear
T20060007907,Clear
T20060007908,Clear
T20060007909,Clear
T20060007911,Clear
T20060007915,Raining
T20060007916,Clear
T20060007917,Clear
T20060007918,Clear
T20060007919,Clear
T20060007923,Clear
T20060007924,Clear
T20060007925,Clear
T20060007928,Clear
T20060007935,Clear
T20060007936,Clear
T20060007942,Clear
T20060007950,Not known
T20060007958,Clear
T20060007960,Clear
T20060007966,Clear
T20060007967,Clear
T20060007974,Clear
T20060007976,Raining
T20060007979,Clear
T20060007981,Clear
T20060007982,Clear
